CaseID,Activity,Type,Timestamp
0,10,complete,2004-01-01T00:00:00.000+00:00
0,5,complete,2004-01-01T00:25:28.629+00:00
0,0,complete,2004-01-01T00:47:58.327+00:00
0,6,complete,2004-01-01T02:14:48.367+00:00
0,3,complete,2004-01-01T02:23:18.346+00:00
0,2,complete,2004-01-01T02:53:35.312+00:00
0,14,complete,2004-01-01T21:07:55.724+00:00
0,11,complete,2004-01-01T21:07:55.724+00:00
1,10,complete,2004-01-01T01:00:00.000+00:00
1,5,complete,2004-01-01T01:10:49.982+00:00
1,0,complete,2004-01-01T01:19:03.191+00:00
1,6,complete,2004-01-01T02:14:34.221+00:00
1,3,complete,2004-01-01T03:41:32.715+00:00
1,2,complete,2004-01-01T03:57:15.545+00:00
1,14,complete,2004-01-01T03:58:52.060+00:00
1,11,complete,2004-01-01T03:58:52.060+00:00
2,10,complete,2004-01-01T02:00:00.000+00:00
2,5,complete,2004-01-01T03:43:01.955+00:00
2,0,complete,2004-01-01T03:43:04.736+00:00
2,6,complete,2004-01-01T04:23:43.727+00:00
2,3,complete,2004-01-01T04:50:34.375+00:00
2,2,complete,2004-01-01T05:30:55.553+00:00
2,12,complete,2004-01-01T05:40:25.588+00:00
2,7,complete,2004-01-01T05:54:54.012+00:00
2,16,complete,2004-01-01T22:01:30.618+00:00
2,18,complete,2004-01-01T22:01:32.883+00:00
2,1,complete,2004-01-01T22:02:56.039+00:00
2,8,complete,2004-01-01T22:02:56.039+00:00
3,10,complete,2004-01-01T03:00:00.000+00:00
3,5,complete,2004-01-01T03:20:32.748+00:00
3,6,complete,2004-01-01T03:23:49.207+00:00
3,3,complete,2004-01-01T03:29:42.052+00:00
3,0,complete,2004-01-01T03:38:16.050+00:00
3,2,complete,2004-01-01T04:42:37.357+00:00
3,14,complete,2004-01-01T06:08:58.253+00:00
3,11,complete,2004-01-01T06:08:58.253+00:00
4,10,complete,2004-01-01T04:00:00.000+00:00
4,5,complete,2004-01-01T04:37:31.579+00:00
4,0,complete,2004-01-01T05:11:56.233+00:00
4,6,complete,2004-01-01T05:14:42.424+00:00
4,3,complete,2004-01-01T05:26:27.370+00:00
4,2,complete,2004-01-01T05:50:16.135+00:00
4,12,complete,2004-01-01T06:00:48.479+00:00
4,7,complete,2004-01-01T06:12:02.430+00:00
4,17,complete,2004-01-01T06:18:58.450+00:00
4,18,complete,2004-01-01T07:14:10.855+00:00
4,1,complete,2004-01-01T07:17:06.090+00:00
4,8,complete,2004-01-01T07:17:06.090+00:00
5,10,complete,2004-01-01T05:00:00.000+00:00
5,5,complete,2004-01-01T05:06:22.069+00:00
5,0,complete,2004-01-01T05:25:58.268+00:00
5,6,complete,2004-01-01T05:56:18.702+00:00
